Unnamed: 0	drugName	condition	review	rating	date	usefulCount
47805	Adapalene	Acne	"""I never had breakouts before even after I&#039;ve hit puberty. That was until I&#039;ve turned 15 (I hit my puberty at 11), I have had the worst breakout! At first, I started noticing that my pimples had popped up more often than it usually did, I thought it would go away by time and didn&#039;t put much of the effort to try and get rid of it. It goes from 1 to 4 and from 4 to 8 and then it just keeps on multiplying until boom! Acnes covered up my whole face with inflammated pimples. I cleared it once but then it came back two months ago, that&#039;s when I started to use the adapalene gel. I&#039;ve been using it for two weeks now, and my skin is getting better. At the first week, my skin had started peeling, and I think it&#039;s a good thing. The redness decreases to"""	9.0	August 2, 2016	6
224776	Bupropion	Depression	"""I have been put on this twice now and it didn&#039;t do anything to help me either time."""	1.0	July 29, 2017	2
54848	Bupropion / naltrexone	Weight Loss	"""I have been on Contrave since Nov 1st. I have only taken 1 pill in the morning the entire time I have been on it. I was worried about the side effects so I never increased the dosage.  I can&#039;t tell you how much I&#039;ve lost but I can tell you I&#039;m down two sizes.  I had nausea in the beginning...I have had sleeplessness, constipation was probably the worse, but that subsided.  I am now suffering from the bad taste in my mouth ...nothing seems to taste right.  I don&#039;t have cravings, my appetite is suppressed, I am struggling with the time to exercise, but Im trying to do better. I am trying to just stick with it. Any one else have these same feelings, effects??"""	8.0	February 2, 2017	16
226906	Etonogestrel	Birth Control	"""I have to say that Nexplanon from personal experience has been the best birth control and decision I have ever made. I don&#039;t have to worry about putting or taking something. It is just in my left arm and don&#039;t feel anything. When the Dr first put it on me I was super nervous but it was a short sting. The only symptoms I got was feeling fatigued and migraines. No fun. My period last 3 weeks but it was very light. Now I don&#039;t even get my period. Had it for 6 months and I love it!"""	10.0	January 5, 2015	13
202096	Benzoyl peroxide / clindamycin	Acne	"""It is really effective. I had a lot of treatment for my acne but it never went. I was hopeless a then my doctor prescribed Duac to me I used and it really worked but when I stop using it my acne comes back."""	10.0	January 29, 2016	13
68269	Plan B	Emergency Contraception	"""Had unprotected sex on the 13th day of my period so most likely during my most fertile days. Managed to get access to Plan B 60h after the mishap and I am pleased to say that my period arrived on time and we are in the clear. I am so happy that I had this second chance."""	10.0	January 10, 2015	44
83289	Paxil	Anxiety and Stress	"""I have taken Paxil for about 4 years.  It is a drug that I had to get used to for about 3 weeks each time the doctor increased the strength.  At first, I felt &quot;groggy&quot; and &quot;spacey&quot;.  Over time, it helps sooooo much with anxiety, irritability, anger-intense reactions, organizing my mind and allowing me to RELAX.  I have, at times, missed a day&#039;s dose and YOU DON&#039;T WANT TO DO THAT.  The following day, I was very anxious and irritable until taking it again.  I think it is a fantastic drug that has given me my life back.  I think my kids and my husband have benefitted from me being calmer, happier and able to &quot;roll with life&quot; better.  I take 40 mg. and it was initially prescribed by my gynocolgist for hormone based mood swings.  Love it.!"""	9.0	January 21, 2010	76
98277	Nexplanon	Birth Control	"""I got the implant on May 21,  2015 and it is now the 27th. The insertion wasn&#039;t as painful as I thought it would be thankfully, but the day after my arm was swollen and bruised. There is still a significant amount of bruising almost a week later.  Now I haven&#039;t bled any since I&#039;ve had it inserted but the mood swings have been horrifying.  One minuet I&#039;m super happy and then the next I&#039;m bawling my eyes out.  I&#039;m always irratible and it doesn&#039;t take much to aggravate me anymore.  Other than that I&#039;ve had no weight gain,  no break outs,  or anything awful. I really like this form of birth control and plan to keep it.  Hopefully nothing changes besides the mood swings getting better.  I hope this helps."""	10.0	May 27, 2015	3
8342	Zolpidem	Insomnia	"""Oh my gosh! Started taking this for shift work 6 years ago and now it&#039;s the only way I can sleep- only I don&#039;t any more! I went thru the hallucinations , the binge eating, the &quot;oh my God, I bought what on ebay last night?&quot; To waking up in some unusual places not knowing how I got there. It takes you through the coaster ride but the thrill is gone. Fitful nights, not more than 3 solid hours any more. I&#039;m trying belsomra tomorrow night. Side effects sound scary, but so did ambien when I first heard about it. Not a cure all and it&#039;s only worth praising the 1st year or 2. Sucks when your sleep never comes...."""	3.0	May 16, 2015	25
74965	Nitrofurantoin	Urinary Tract Infection	"""Cleared up my urinary tract infection almost immediately, however 1 week after finishing the treatment I had what I thought was an asthma attack and then noticed a rash on my legs. My doctor said it was an allergic reaction to the nitrofurantoin. Not being able to breath is too scary so I will go with a different medicine if I get another urinary tract infection."""	9.0	June 7, 2013	11
194453	Crestor	High Cholesterol	"""I used Crestor for about 3 weeks before I started having muscle and joint pain. Then I began having horrible spasms in my muscles that would wake me every night. I called my doctors office and they told me to take 1/2 a pill every other day. I did as he suggested, but didn&#039;t get relief until taken off this medicine. It did however lower my numbers."""	4.0	August 21, 2009	68
191167	Niaspan	Hyperlipoproteinemia Type IV, Elevated VLDL	"""I have been taking Niaspan ER 2000mg for three months.  I am scheduled to get my first lab tests to determine its effectiveness on lowering my elevated Lpa level and whether my liver function is okay.  I have noticed that the medicine needs to be taken by 930 or 1000pm.  If I take the medication too late in the evening, I still can feel the effects of Niaspan when I get up for work the next morning.  I also noticed that taking it with water alone, causes the symptoms to be much worse than taking it with a small glass of milk or snack.  So I take it before 10pm with a small glass of milk or snack, and there seems to be very little symptoms."""	8.0	June 27, 2012	22
180848	Solodyn	Acne	"""I&#039;m 29 and I&#039;ve suffered from acne for some years and NOTHING worked. Last choice I had was to go to my dermatologist and he prescribed me Solodyn. He said it may take a month before it starts to work. I broke out a few times but at 4 weeks my face was clearing up. My face was clear for 8 days then I ran out.  Had to wait a week for pills to be delivered (had to enroll to get my pills for $20.00) and since I&#039;ve been without the pills I only had two small pimples within 2 weeks. I got some more pills now and I love it. It&#039;s the best thing that ever happened to my face. I was prescribed with Ziana for the evening and Aczone for morning. My side effect on this was headache. And I got the 55mg."""	10.0	June 13, 2013	23
49154	Ethinyl estradiol / levonorgestrel	Birth Control	"""I switched to this birth control after being on Larin Fe, which made me feel completely crazy. I have been on this pill for 6 months and I did really like it. I used to have extremely heavy periods with horrendous cramps and since going on this my periods are much lighter, shorter &amp; typically no cramps at all. The only negative is that I have breast tenderness pretty much the entire month. It only ever stops during placebo week. Lately though I have felt extremely anxious &amp; I hope this pill won&#039;t turn out like Larin Fe where I felt so crazy and anxious 24/7!! I haven&#039;t gotten pregnant on it either so that is a major plus."""	7.0	July 5, 2016	1
